Geography,Geography Type,Geography Note,Year,Gender,Total Population,Population Aged 0 to 4,Population Aged 5 to 9,Population Aged 10 to 14,Population Aged 15 to 19,Population Aged 20 to 24,Population Aged 25 to 29,Population Aged 30 to 34,Population Aged 35 to 39,Population Aged 40 to 44,Population Aged 45 to 49,Population Aged 50 to 54,Population Aged 55 to 59,Population Aged 60 to 64,Population Aged 65 to 69,Population Aged 70 to 74,Population Aged 75 to 79,Population Aged 80+
Springdale,Community,,2010,Female,1560,65,70,70,80,45,55,70,80,105,115,135,115,125,90,75,85,155
Springdale,Community,,2010,Male,1350,60,55,70,70,55,60,55,90,100,95,130,110,110,80,65,50,90
Springdale,Community,,2010,Total,2905,125,120,140,150,105,115,130,180,205,215,265,225,240,160,145,140,245
Springdale,Community,,2011,Female,1555,70,65,70,80,45,65,65,80,95,120,140,115,125,95,75,85,155
Springdale,Community,,2011,Male,1355,65,65,75,65,50,55,50,90,95,95,135,110,110,90,60,50,95
Springdale,Community,,2011,Total,2905,135,125,140,145,100,115,115,175,190,215,275,230,240,180,140,135,250
Springdale,Community,,2012,Female,1600,60,65,65,85,50,55,75,80,90,120,140,120,125,115,80,85,175
Springdale,Community,,2012,Male,1385,70,60,80,55,55,60,50,75,105,90,130,115,110,100,70,55,105
Springdale,Community,,2012,Total,2980,130,115,145,140,110,110,130,165,195,215,275,235,235,205,155,145,285
St. Lunaire-Griquet,Community,,2010,Female,335,10,10,10,20,25,10,15,15,35,40,30,30,30,20,15,10,5
St. Lunaire-Griquet,Community,,2010,Male,325,5,10,15,20,20,15,10,15,45,30,35,25,20,25,20,10,10
St. Lunaire-Griquet,Community,,2010,Total,660,15,25,25,40,45,25,25,35,75,70,60,55,45,45,35,20,20
St. Lunaire-Griquet,Community,,2011,Female,340,15,10,15,20,20,15,15,15,35,35,30,30,25,25,15,10,5
St. Lunaire-Griquet,Community,,2011,Male,320,10,15,15,15,25,10,10,20,35,35,30,20,20,20,20,10,10
St. Lunaire-Griquet,Community,,2011,Total,660,25,30,25,35,45,25,20,40,65,70,60,50,45,45,35,20,20
St. Lunaire-Griquet,Community,,2012,Female,345,10,10,15,20,20,15,15,20,25,40,35,35,30,30,10,15,10
St. Lunaire-Griquet,Community,,2012,Male,330,10,10,10,20,25,15,10,25,30,35,35,25,25,20,20,15,10
St. Lunaire-Griquet,Community,,2012,Total,675,20,25,25,35,45,25,20,45,55,75,65,60,50,50,35,25,25
"Trinity, Trinity Bay",Community,,2010,Female,70,,,5,,5,5,5,10,5,5,10,5,10,5,5,5,5
"Trinity, Trinity Bay",Community,,2010,Male,70,5,5,5,5,5,5,,5,10,5,,10,5,5,5,,5
"Trinity, Trinity Bay",Community,,2010,Total,145,5,5,5,10,10,5,5,10,10,10,15,15,15,5,5,5,10
"Trinity, Trinity Bay",Community,,2011,Female,65,,,5,,,,5,10,5,5,5,5,5,5,5,5,5
"Trinity, Trinity Bay",Community,,2011,Male,70,,,5,5,5,,,,10,5,,10,5,5,5,5,5
"Trinity, Trinity Bay",Community,,2011,Total,135,5,5,10,10,5,5,5,10,15,5,10,15,15,5,5,5,10
"Trinity, Trinity Bay",Community,,2012,Female,65,,,5,5,,,5,5,5,5,5,5,5,5,5,,5
"Trinity, Trinity Bay",Community,,2012,Male,70,,,5,5,5,5,5,,5,5,5,5,5,5,5,,5
"Trinity, Trinity Bay",Community,,2012,Total,135,5,5,5,10,5,5,5,5,10,10,15,15,15,5,5,5,10
Fox Cove -  Mortier,Community,,2010,Female,165,,10,15,10,5,10,10,10,15,20,10,15,15,10,5,5,5
Fox Cove -  Mortier,Community,,2010,Male,170,5,5,10,20,10,5,10,10,10,15,15,15,15,10,5,,
Fox Cove -  Mortier,Community,,2010,Total,335,5,15,20,30,15,15,20,20,20,35,30,25,30,20,10,10,5
Fox Cove -  Mortier,Community,,2011,Female,160,,10,15,10,5,5,10,10,10,25,5,15,10,10,5,5,5
Fox Cove -  Mortier,Community,,2011,Male,170,5,5,5,20,10,5,10,10,10,15,20,10,15,15,5,,
Fox Cove -  Mortier,Community,,2011,Total,335,5,15,20,30,20,15,20,20,20,35,30,25,30,20,10,5,5
Fox Cove -  Mortier,Community,,2012,Female,165,,5,10,10,5,5,10,10,10,25,10,15,15,15,10,5,5
Fox Cove -  Mortier,Community,,2012,Male,165,5,10,10,15,10,5,10,5,15,15,20,10,15,15,5,,5
Fox Cove -  Mortier,Community,,2012,Total,330,5,15,15,30,20,15,15,15,25,30,30,25,30,25,10,5,5
Gaskiers-Point la Haye,Community,,2010,Female,115,,5,5,5,5,5,5,5,5,10,10,10,20,5,5,5,5
Gaskiers-Point la Haye,Community,,2010,Male,125,5,5,10,5,10,5,5,5,10,10,15,15,15,10,5,5,5
Gaskiers-Point la Haye,Community,,2010,Total,240,5,10,10,15,15,10,5,10,15,20,25,25,35,20,10,10,10
Gaskiers-Point la Haye,Community,,2011,Female,110,,5,5,5,,,10,5,5,5,10,10,25,5,5,5,10
Gaskiers-Point la Haye,Community,,2011,Male,125,5,5,10,5,10,5,5,5,5,10,15,15,15,15,5,5,
Gaskiers-Point la Haye,Community,,2011,Total,235,10,10,5,10,10,10,10,5,10,15,20,25,40,25,15,10,10
Gaskiers-Point la Haye,Community,,2012,Female,115,,5,5,5,5,5,5,5,5,10,10,10,20,10,5,5,10
Gaskiers-Point la Haye,Community,,2012,Male,120,5,,10,5,10,5,5,5,5,10,15,10,15,15,5,5,
Gaskiers-Point la Haye,Community,,2012,Total,230,5,5,10,15,10,10,10,5,10,15,20,25,40,25,15,10,10
"Riverhead, St. Mary's Bay",Community,,2010,Female,105,,5,,5,15,5,5,5,10,10,10,15,10,5,5,5,5
"Riverhead, St. Mary's Bay",Community,,2010,Male,115,5,5,10,5,5,5,5,5,5,10,10,10,15,10,,5,5
"Riverhead, St. Mary's Bay",Community,,2010,Total,220,,5,10,15,15,10,5,10,15,20,25,30,20,15,5,10,5
"Riverhead, St. Mary's Bay",Community,,2011,Female,105,,,5,5,10,5,5,5,10,10,10,20,10,10,10,5,5
"Riverhead, St. Mary's Bay",Community,,2011,Male,110,5,5,10,5,,,5,5,5,10,10,15,15,15,,5,
"Riverhead, St. Mary's Bay",Community,,2011,Total,210,,5,10,15,10,5,5,5,15,20,20,35,20,20,5,10,5
"Riverhead, St. Mary's Bay",Community,,2012,Female,105,,5,5,5,10,5,5,5,5,10,10,15,10,10,5,5,5
"Riverhead, St. Mary's Bay",Community,,2012,Male,105,5,,10,5,5,,5,5,5,10,10,10,15,10,5,5,
"Riverhead, St. Mary's Bay",Community,,2012,Total,210,,5,10,15,10,5,5,5,10,15,20,30,25,20,10,10,5
St. Joseph's,Community,,2010,Female,55,,,,5,5,,,,5,5,,5,5,10,5,5,5
St. Joseph's,Community,,2010,Male,60,,,5,5,10,5,,,,5,5,5,5,5,,,5
St. Joseph's,Community,,2010,Total,115,5,5,5,10,10,,5,5,5,10,10,10,15,10,5,5,10
St. Joseph's,Community,,2011,Female,50,,,,,,,,,5,5,,5,10,10,5,5,10
St. Joseph's,Community,,2011,Male,60,,,,,10,5,,,,5,5,5,10,5,5,,5
St. Joseph's,Community,,2011,Total,115,5,5,5,5,5,,5,5,,10,10,10,20,15,5,5,15
St. Joseph's,Community,,2012,Female,50,,,,5,,,,,5,5,5,5,10,10,5,5,5
St. Joseph's,Community,,2012,Male,65,,5,5,,10,5,,,5,5,5,5,10,5,5,,5
St. Joseph's,Community,,2012,Total,115,,5,5,5,10,5,5,5,5,10,10,10,20,15,5,5,10
Irishtown-Summerside,Community,,2010,Female,715,25,35,40,45,35,30,30,65,55,55,70,55,55,50,25,20,20
Irishtown-Summerside,Community,,2010,Male,715,40,35,45,40,30,30,45,45,60,60,60,70,70,35,30,20,15
Irishtown-Summerside,Community,,2010,Total,1425,60,80,85,85,70,65,75,105,115,115,130,115,120,75,50,35,35
Irishtown-Summerside,Community,,2011,Female,715,25,35,40,45,35,30,30,65,60,50,70,55,55,60,20,20,20
Irishtown-Summerside,Community,,2011,Male,715,40,40,45,40,25,30,40,40,65,55,60,70,75,35,30,15,15
Irishtown-Summerside,Community,,2011,Total,1430,60,80,85,85,70,65,70,105,120,105,130,120,125,85,45,40,35
Irishtown-Summerside,Community,,2012,Female,715,25,30,40,40,35,25,40,55,60,45,60,65,60,60,20,20,25
Irishtown-Summerside,Community,,2012,Male,700,35,35,45,40,25,30,35,40,55,60,55,70,70,40,35,20,15
Irishtown-Summerside,Community,,2012,Total,1410,60,70,85,80,65,60,75,95,115,105,115,130,120,90,50,40,40
"Brighton, Municipality of",Community,,2010,Female,80,,5,5,,,5,5,5,10,10,20,5,5,5,5,,
"Brighton, Municipality of",Community,,2010,Male,90,5,,5,5,5,5,,5,10,5,15,15,5,5,,5,
"Brighton, Municipality of",Community,,2010,Total,175,5,5,10,5,5,10,10,10,15,15,35,20,10,10,5,5,
"Brighton, Municipality of",Community,,2011,Female,80,,5,5,,,5,5,5,10,10,20,5,10,5,5,,
"Brighton, Municipality of",Community,,2011,Male,90,5,5,5,5,5,5,,5,5,10,15,15,5,5,,5,
"Brighton, Municipality of",Community,,2011,Total,170,5,5,10,5,5,5,10,10,15,15,35,20,10,10,5,5,
"Brighton, Municipality of",Community,,2012,Female,80,5,,5,5,5,,5,5,5,10,15,10,10,5,5,,
"Brighton, Municipality of",Community,,2012,Male,85,5,5,5,5,5,5,,5,5,10,15,15,10,5,,5,
"Brighton, Municipality of",Community,,2012,Total,165,5,5,10,5,10,5,10,10,10,20,30,25,15,5,5,5,
Sheshatshiu,Community,,2010,Female,625,75,65,70,75,80,55,40,30,35,20,30,20,10,5,10,5,5
Sheshatshiu,Community,,2010,Male,640,110,70,70,50,55,55,40,45,30,40,15,15,20,10,5,5,5
Sheshatshiu,Community,,2010,Total,1265,180,135,135,115,135,115,85,70,70,65,45,35,30,15,10,5,15
Sheshatshiu,Community,,2011,Female,650,80,70,75,65,85,65,35,30,35,25,30,20,10,5,10,,10
Sheshatshiu,Community,,2011,Male,665,120,65,75,50,60,50,45,45,25,45,15,20,20,10,5,5,5
Sheshatshiu,Community,,2011,Total,1315,200,135,150,115,140,115,85,70,65,70,45,40,35,15,10,5,20
Sheshatshiu,Community,,2012,Female,655,85,65,70,65,80,70,45,35,35,25,25,20,10,5,10,5,5
Sheshatshiu,Community,,2012,Male,660,110,60,80,50,60,50,45,40,30,45,20,20,15,10,5,5,5
Sheshatshiu,Community,,2012,Total,1315,195,125,150,110,140,120,90,70,65,75,45,45,30,15,10,10,20
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2010,Female,475,20,40,25,50,15,25,15,35,45,45,30,45,30,25,20,10,15
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2010,Male,460,10,15,25,40,20,15,20,30,35,45,35,40,45,35,25,15,10
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2010,Total,935,35,55,50,90,40,40,30,65,80,95,70,85,75,60,40,25,25
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2011,Female,475,20,25,30,35,20,20,20,30,40,50,30,50,30,30,20,15,10
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2011,Male,475,10,15,25,40,25,20,15,20,35,45,45,40,55,35,25,20,10
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2011,Total,950,40,45,55,75,45,40,30,50,75,100,80,90,80,65,40,30,20
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2012,Female,480,25,25,35,35,25,20,20,25,40,45,35,45,40,30,15,15,10
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2012,Male,475,10,20,25,35,25,25,20,25,40,40,45,40,45,40,15,25,10
Cape St. George,Community,"This is the municipality of Cape St. George, and includes information from the 2006 Census based on census blocks, as well as information from 2007 onwards based on postal codes.  ",2012,Total,955,45,45,60,70,45,45,30,50,80,85,80,90,85,70,30,35,25
Fermeuse,Community,,2010,Female,165,5,5,5,5,15,5,5,5,5,25,10,15,10,10,10,10,15
Fermeuse,Community,,2010,Male,160,10,10,5,5,10,10,10,10,5,20,15,15,10,5,10,5,5
Fermeuse,Community,,2010,Total,325,15,20,15,15,25,15,15,15,10,40,30,35,20,15,15,15,20
Fermeuse,Community,,2011,Female,160,5,5,5,5,15,5,5,10,5,20,15,15,10,10,10,10,15
Fermeuse,Community,,2011,Male,160,10,10,10,10,5,5,5,10,10,15,20,15,10,5,5,5,5
Fermeuse,Community,,2011,Total,325,15,20,15,15,20,15,10,15,15,30,35,35,25,15,15,20,20
Fermeuse,Community,,2012,Female,165,5,5,5,5,10,5,5,10,5,10,25,10,15,15,10,5,20
Fermeuse,Community,,2012,Male,160,10,5,10,5,5,5,10,10,10,10,20,15,15,10,10,5,5
Fermeuse,Community,,2012,Total,325,15,15,15,15,20,15,10,15,15,20,40,30,30,20,15,15,25
Burin,Community,,2010,Female,1230,45,70,65,60,55,65,70,80,125,110,120,95,100,60,40,40,40
Burin,Community,,2010,Male,1225,65,60,75,90,65,45,60,85,95,120,115,115,105,60,25,20,30
Burin,Community,,2010,Total,2455,115,125,140,150,115,105,125,165,215,230,240,210,210,120,65,60,70
Burin,Community,,2011,Female,1215,45,65,60,55,60,60,65,75,115,110,110,100,100,65,50,30,40
Burin,Community,,2011,Male,1210,65,65,65,75,65,45,65,70,95,115,120,115,100,70,30,25,35
Burin,Community,,2011,Total,2425,115,125,125,130,125,100,125,145,210,225,230,215,205,140,80,55,75
Burin,Community,,2012,Female,1235,45,55,70,65,55,65,70,80,115,110,110,110,95,80,45,30,40
Burin,Community,,2012,Male,1200,60,70,70,80,60,45,60,55,100,110,120,105,100,80,35,20,35
Burin,Community,,2012,Total,2435,105,130,135,145,115,105,125,130,215,215,230,220,200,160,85,50,75
Cape Broyle,Community,,2010,Female,265,15,15,10,15,10,5,20,15,20,20,20,25,30,20,10,10,10
Cape Broyle,Community,,2010,Male,260,5,15,15,15,15,10,10,20,15,20,20,25,20,20,15,10,5
Cape Broyle,Community,,2010,Total,525,20,30,30,30,20,15,30,35,30,40,45,45,55,40,25,20,15
Cape Broyle,Community,,2011,Female,255,10,20,15,15,5,5,20,15,20,20,20,20,35,20,10,5,10
Cape Broyle,Community,,2011,Male,250,5,10,20,15,15,5,10,20,15,15,20,25,20,15,15,5,10
Cape Broyle,Community,,2011,Total,505,15,30,35,30,20,10,30,35,35,35,40,40,60,30,25,15,20
Cape Broyle,Community,,2012,Female,255,5,20,15,15,10,5,20,15,20,15,25,20,30,25,10,5,10
Cape Broyle,Community,,2012,Male,260,5,15,15,15,15,10,10,15,20,20,20,25,20,20,20,5,10
Cape Broyle,Community,,2012,Total,515,10,35,30,30,20,15,30,30,35,35,45,40,50,45,25,15,15
"Charlottetown, Labrador",Community,,2010,Female,155,5,10,20,10,5,10,5,15,20,20,10,15,10,5,5,5,
"Charlottetown, Labrador",Community,,2010,Male,170,10,10,15,15,5,5,10,15,20,20,15,10,5,5,5,5,
"Charlottetown, Labrador",Community,,2010,Total,320,10,20,35,25,10,15,15,25,30,40,30,25,10,10,10,10,5
"Charlottetown, Labrador",Community,,2011,Female,145,5,10,10,10,5,10,5,10,20,20,10,15,10,5,,5,
"Charlottetown, Labrador",Community,,2011,Male,165,10,5,10,15,5,5,5,10,20,20,10,15,5,5,5,,
"Charlottetown, Labrador",Community,,2011,Total,310,15,15,25,30,10,15,15,20,30,40,25,25,10,10,5,10,5
"Charlottetown, Labrador",Community,,2012,Female,160,5,5,10,10,10,10,10,15,20,20,20,10,10,5,,5,5
"Charlottetown, Labrador",Community,,2012,Male,170,10,10,10,15,5,5,10,5,25,20,10,15,5,10,5,,5
"Charlottetown, Labrador",Community,,2012,Total,325,10,15,25,30,10,15,15,20,35,45,30,30,10,15,5,5,5
Cupids,Community,,2010,Female,400,15,20,25,20,15,10,15,25,35,30,35,40,35,25,15,10,20
Cupids,Community,,2010,Male,375,15,25,25,25,20,10,15,25,30,35,25,30,35,25,20,5,15
Cupids,Community,,2010,Total,780,30,40,50,40,40,20,35,55,70,65,55,70,70,50,35,15,30
Cupids,Community,,2011,Female,395,10,15,25,20,15,10,10,30,40,25,40,35,35,35,15,10,15
Cupids,Community,,2011,Male,365,15,20,25,25,15,10,15,20,35,35,25,30,35,25,20,5,10
Cupids,Community,,2011,Total,760,25,35,45,45,35,20,30,50,75,60,65,65,70,60,35,15,25
Cupids,Community,,2012,Female,385,10,10,20,25,10,15,10,25,35,30,35,35,30,35,20,10,20
Cupids,Community,,2012,Male,370,15,25,25,25,15,15,20,15,40,35,25,35,35,25,20,5,10
Cupids,Community,,2012,Total,760,25,35,45,45,25,25,35,45,75,60,55,70,70,60,40,15,25
Brigus,Community,,2010,Female,385,10,20,25,25,10,10,15,35,30,30,25,40,40,25,25,20,15
Brigus,Community,,2010,Male,390,10,20,25,25,15,10,20,25,35,30,25,30,40,35,15,15,10
Brigus,Community,,2010,Total,775,25,35,50,50,25,25,35,55,65,60,45,70,80,60,45,35,25
Brigus,Community,,2011,Female,380,10,20,25,25,10,10,10,30,25,30,30,35,35,35,20,20,15
Brigus,Community,,2011,Male,370,5,15,25,20,20,10,15,25,30,25,25,30,40,35,15,20,10
Brigus,Community,,2011,Total,750,20,35,50,45,30,25,20,55,55,60,55,65,75,65,40,35,25
Brigus,Community,,2012,Female,375,10,20,25,25,10,10,15,25,30,35,30,25,35,40,20,20,20
Brigus,Community,,2012,Male,375,10,10,20,30,20,10,15,20,30,30,30,25,35,35,20,15,10
Brigus,Community,,2012,Total,750,20,30,50,55,30,25,25,45,60,65,55,55,70,70,45,35,30
North River,Community,,2010,Female,270,5,15,15,10,10,10,20,20,20,25,20,30,20,10,15,10,10
North River,Community,,2010,Male,245,10,15,15,10,15,10,10,30,15,20,20,20,20,15,10,5,5
North River,Community,,2010,Total,510,20,30,30,20,30,20,25,50,40,40,40,50,40,25,25,15,15
North River,Community,,2011,Female,280,5,20,15,15,10,10,20,20,15,30,20,25,25,15,10,10,10
North River,Community,,2011,Male,280,15,15,20,15,15,10,10,30,15,20,25,20,25,20,15,5,5
North River,Community,,2011,Total,560,25,35,35,30,30,20,25,55,35,50,45,50,45,35,25,15,15
North River,Community,,2012,Female,310,10,20,15,10,10,15,25,25,15,25,30,25,30,20,10,10,15
North River,Community,,2012,Male,300,15,20,20,15,15,10,15,25,15,25,25,20,30,20,20,5,10
North River,Community,,2012,Total,610,25,45,35,30,30,20,30,50,35,45,55,50,60,40,25,15,20
Glenburnie-Birchy Head-Shoal Brook,Community,,2010,Female,145,5,5,5,5,5,5,5,5,10,20,15,10,10,15,10,5,5
Glenburnie-Birchy Head-Shoal Brook,Community,,2010,Male,115,,,5,5,5,,5,5,10,5,10,15,10,5,10,15,5
Glenburnie-Birchy Head-Shoal Brook,Community,,2010,Total,255,10,5,5,10,10,5,10,10,10,25,20,25,20,20,20,20,15
Glenburnie-Birchy Head-Shoal Brook,Community,,2011,Female,145,5,10,5,5,,5,5,5,10,15,20,15,10,15,10,5,5
Glenburnie-Birchy Head-Shoal Brook,Community,,2011,Male,115,,5,,5,,,5,5,10,5,10,15,15,5,10,15,5
Glenburnie-Birchy Head-Shoal Brook,Community,,2011,Total,260,10,10,5,10,5,5,5,10,10,20,25,30,20,20,20,20,15
Glenburnie-Birchy Head-Shoal Brook,Community,,2012,Female,140,5,5,5,5,,5,,5,10,15,20,10,10,10,15,5,5
Glenburnie-Birchy Head-Shoal Brook,Community,,2012,Male,130,5,5,5,5,5,,5,5,10,5,10,15,10,10,5,15,10
Glenburnie-Birchy Head-Shoal Brook,Community,,2012,Total,270,10,10,10,10,10,5,5,15,15,20,25,25,20,25,20,20,20
Harbour Grace,Community,,2010,Female,1630,70,85,65,80,85,60,95,115,95,130,150,160,130,105,80,45,70
Harbour Grace,Community,,2010,Male,1525,70,75,80,100,95,65,70,100,110,110,140,120,145,110,65,45,40
Harbour Grace,Community,,2010,Total,3160,140,165,145,180,180,120,170,215,205,235,290,285,270,215,145,90,105
Harbour Grace,Community,,2011,Female,1615,65,85,70,80,75,60,95,115,90,125,150,150,140,115,80,55,65
Harbour Grace,Community,,2011,Male,1515,65,80,75,90,80,75,60,100,105,105,135,135,140,105,80,40,40
Harbour Grace,Community,,2011,Total,3130,130,170,145,170,155,130,155,215,200,230,285,285,280,220,160,100,105
Harbour Grace,Community,,2012,Female,1615,60,90,65,75,70,60,90,105,100,120,150,145,140,120,85,60,70
Harbour Grace,Community,,2012,Male,1520,70,75,75,90,75,65,70,95,105,110,125,145,145,115,80,40,45
Harbour Grace,Community,,2012,Total,3135,130,165,140,165,150,120,160,195,205,225,280,290,290,235,165,100,110
Marystown,Community,,2010,Female,2785,130,170,140,175,160,130,160,225,210,240,235,240,215,120,75,65,100
Marystown,Community,,2010,Male,2730,155,155,170,175,175,130,130,155,260,220,225,255,250,110,75,50,50
Marystown,Community,,2010,Total,5515,290,325,305,355,335,260,290,380,465,465,455,490,460,230,150,110,150
Marystown,Community,,2011,Female,2770,135,160,140,170,145,130,165,215,210,235,240,230,225,135,80,65,105
Marystown,Community,,2011,Male,2735,155,140,170,180,165,130,135,160,235,225,215,265,260,120,85,45,60
Marystown,Community,,2011,Total,5505,290,295,310,350,310,260,305,370,445,465,450,495,480,255,165,105,160
Marystown,Community,,2012,Female,2775,140,150,145,165,125,140,160,185,205,225,255,225,240,155,80,70,110
Marystown,Community,,2012,Male,2720,155,150,145,190,155,120,145,155,215,240,210,240,270,145,85,60,60
Marystown,Community,,2012,Total,5500,295,295,285,360,280,255,305,340,420,470,460,460,510,305,170,125,170
Milltown-Head of Bay D'Espoir,Community,,2010,Female,420,10,15,20,25,10,20,20,25,30,30,45,35,50,30,25,15,15
Milltown-Head of Bay D'Espoir,Community,,2010,Male,395,10,25,15,20,20,15,15,20,25,40,40,35,45,25,25,15,10
Milltown-Head of Bay D'Espoir,Community,,2010,Total,820,25,45,30,40,25,35,35,45,60,70,85,70,95,55,50,30,30
Milltown-Head of Bay D'Espoir,Community,,2011,Female,410,10,15,20,30,10,15,20,25,25,35,40,40,45,40,20,15,15
Milltown-Head of Bay D'Espoir,Community,,2011,Male,375,5,20,15,20,10,15,15,20,25,40,45,40,35,35,20,10,15
Milltown-Head of Bay D'Espoir,Community,,2011,Total,790,20,35,30,45,20,30,35,45,50,75,85,80,80,70,40,25,30
Milltown-Head of Bay D'Espoir,Community,,2012,Female,430,15,15,15,35,10,20,15,20,25,35,35,50,40,45,30,20,15
Milltown-Head of Bay D'Espoir,Community,,2012,Male,400,10,20,15,20,15,15,15,25,25,40,45,40,40,40,20,10,20
Milltown-Head of Bay D'Espoir,Community,,2012,Total,830,25,40,30,50,25,35,30,40,50,75,80,90,80,85,45,30,35
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2010,Female,180,5,10,5,15,5,5,10,10,5,15,25,20,20,15,10,5,10
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2010,Male,185,5,5,10,5,10,5,,5,10,15,20,20,20,15,15,5,10
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2010,Total,360,5,10,10,20,20,10,15,15,20,30,40,40,50,30,25,10,15
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2011,Female,180,,10,5,10,5,5,5,5,10,10,25,20,25,15,10,5,10
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2011,Male,185,5,5,10,10,5,,,5,10,15,20,25,20,20,15,5,10
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2011,Total,360,5,10,10,20,15,5,10,15,25,20,40,45,50,35,25,10,20
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2012,Female,175,5,5,5,5,10,5,5,10,10,15,30,15,20,15,10,5,10
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2012,Male,180,,5,10,10,5,,,5,10,10,25,20,20,20,10,5,5
Mount Carmel-Mitchell's Brook-St. Catherine's,Community,,2012,Total,350,5,10,10,15,20,5,10,15,20,25,45,40,40,40,25,10,20
Placentia,Community,,2010,Female,1835,55,65,85,105,90,65,65,95,110,165,195,170,165,105,90,65,130
Placentia,Community,,2010,Male,1760,75,75,95,130,80,75,70,95,115,120,175,185,160,105,85,55,65
Placentia,Community,,2010,Total,3595,130,135,185,230,175,145,130,200,225,280,375,355,330,215,180,120,195
Placentia,Community,,2011,Female,1855,50,65,85,100,90,70,60,95,115,150,195,185,180,115,85,75,145
Placentia,Community,,2011,Male,1790,85,75,80,120,85,75,70,80,115,115,180,195,175,110,95,60,70
Placentia,Community,,2011,Total,3645,135,140,170,220,180,150,125,180,230,260,380,375,360,225,180,135,215
Placentia,Community,,2012,Female,1810,50,55,70,95,75,75,65,80,110,130,190,195,160,135,90,75,150
Placentia,Community,,2012,Male,1780,85,75,80,120,80,80,70,75,95,125,165,200,165,125,95,65,75
Placentia,Community,,2012,Total,3590,140,130,150,210,155,160,125,160,205,255,360,390,330,255,185,145,230
Raleigh,Community,,2010,Female,105,,,5,5,10,,,,10,15,15,15,10,10,10,,5
Raleigh,Community,,2010,Male,100,,,,5,10,,,,15,5,15,10,10,5,10,5,5
Raleigh,Community,,2010,Total,200,,,,10,15,5,,5,15,20,25,25,20,10,20,5,15
Raleigh,Community,,2011,Female,100,5,,5,5,10,,,5,5,10,10,15,10,10,15,,
Raleigh,Community,,2011,Male,100,5,,,,10,,,,10,10,15,10,10,5,10,5,5
Raleigh,Community,,2011,Total,200,5,5,,10,15,5,,10,10,20,25,25,20,10,20,5,10
